OD;AUTOR;UO;NUMERO;CODACAO;NOMEACAO;SUBACAO;GD;MA;MUNICIPIO;OBJETO;VALOR;EMALTERACAO;INSTRUMENTO
O;Dep. Renato Antunes;Fundo Estadual de Defesa dos Direitos da Criança e do Adolescente;50100;146;Apoio às Ações de Atendimento à Criança e ao Adolescente;ENLA;44;50;Recife;Destina-se ao acolhimento de crianças e adolescentes, com a promoção de cursos de informática, esportes, reforço escolar, através Instituto DRACMA DO BRASIL inscrito no CNPJ: 56.303.012/0001-40.;50000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Defesa dos Direitos da Criança e do Adolescente;80062;146;Apoio às Ações de Atendimento à Criança e ao Adolescente;;33;50;Recife;Manutenção do Canto Coral do Caixa de Natal, executada pelo Centro de Estudos e Ações em Direitos Humanos - A COLHER, CNPJ nº 07.817.329/0001-99, que utiliza a música como transformação social de 40 crianças em situação de vulnerabilidade e abandono nas comunidades do grande Recife. ;50000,0;SIM;
O;Dep. Abimael Santos;Secretaria de Assistência Social, Combate à Fome e Políticas sobre Drogas - Administração Direta;133;2013;Implantação e Reforma dos Equipamentos e Serviços Sociais;EMBI;44;50;Abreu e Lima;A presente Emenda no valor de R$ 200.000,00 (duzentos mil reais), para ser aplicada na Associação Evangélica Novas da Paz, CNPJ 05.469.914/0001-10, na reforma e ampliação da sede e dos anexos.;200000,0;SIM;
D;Dep. Abimael Santos;Secretaria de Assistência Social, Combate à Fome e Políticas sobre Drogas - Administração Direta;80016;2013;Implantação e Reforma dos Equipamentos e Serviços Sociais;;44;50;Abreu e Lima;A presente Emenda no valor de R$ 200.000,00 (duzentos mil reais), para ser aplicada na ARCA MISSIONARIA INSTITUTO –AMI  CNPJ 05.469.914/0001-10, na reforma e ampliação da sede e dos anexos.;200000,0;SIM;
O;Dep. Nino de Enoque;Fundo Estadual de Saúde - FES-PE - Administração Direta;10122;2393;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Rede Própria sob Gestão Estadual;EN68;44;50;Moreno;Visa melhorar a saúde da população do Moreno, inscrito sobre o CNPJ Instituto de Gestão Social de Pernambuco.;267000,0;SIM;
O;Dep. Nino de Enoque;Fundo Estadual de Saúde - FES-PE - Administração Direta;70013;2393;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Rede Própria sob Gestão Estadual;ENQ6;33;50;Recife;A emenda visa trazer melhorias para o Hospital - Sociedade Hospitalar Beneficiente Maria Vitória -CNJP: 09.107.623/0002-13.  ;128200,0;SIM;
O;Dep. Renato Antunes;Fundo Estadual de Saúde - FES-PE - Administração Direta;80098;2393;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Rede Própria sob Gestão Estadual;;44;90;Recife;Destina-se à aquisição de equipamentos para atuação do Hospital Universitário Oswaldo Cruz (HUOC) é 11.022.597/0013-25, contribuindo para a ampliação e qualificação dos serviços prestados à população em situação de vulnerabilidade social.;17050,0;SIM;
D;Dep. Nino de Enoque;Fundo Estadual de Saúde - FES-PE - Administração Direta;80046;2393;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Rede Própria sob Gestão Estadual;;44;50;Moreno;Visa melhorar a saúde da população de Moreno sobre o CNPJ: 35.667.831/0002-87 - Instituto Gestão Social de PE;267000,0;SIM;
D;Dep. Renato Antunes;Fundo Estadual de Saúde - FES-PE - Administração Direta;80098;2393;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Rede Própria sob Gestão Estadual;;44;90;Recife;Destina-se à aquisição de equipamentos para atuação do Hospital Universitário Oswaldo Cruz (HUOC) é 11.022.597/0013-25, contribuindo para a ampliação e qualificação dos serviços prestados à população em situação de vulnerabilidade social.;100000,0;SIM;
D;Dep. Renato Antunes;Fundo Estadual de Saúde - FES-PE - Administração Direta;80100;2393;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Rede Própria sob Gestão Estadual;;44;90;Recife;Destina-se à aquisição de equipamentos para atuação do HOSPITAL OTAVIO DE FREITAS, inscrito no CNPJ: 10572048000470, contribuindo para a ampliação e qualificação dos serviços prestados à população em situação de vulnerabilidade social.;45250,0;SIM;
O;Dep. Claudiano Martins Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;60079;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;ENMC;33;41;Manari;A presente emenda visa custear despesas operacionais, locação de carros e  aquisição de insumos que garantam funcionamento adequado dos serviços essenciais do município através do Fundo Municipal de Saúde, CNPJ 11.819.732/0001-24.     ;438200,0;SIM;
O;Dep. Claudiano Martins Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;60078;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;ENMB;33;41;Exú;A presente emenda visa custear despesas operacionais, locação de carros e  aquisição de insumos que garantam funcionamento adequado dos serviços essenciais do município através do Fundo Municipal CNPJ 09.218.925/0001-88.     ;100000,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;60080;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;ENMX;44;41;Dormentes;Aquisição de equipamento de imagem/radiologia para dar continuidade aos atendimentos do Hospital Municipal Nossa Senhora da Paz, mantido pelo Fundo Municipal de Saúde de Dormentes, CNPJ nº 11.207.731/0001-29.;150000,0;SIM;
O;Dep. Joel da Harpa;Fundo Estadual de Saúde - FES-PE - Administração Direta;50098;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;ENK6;33;41;Capoeiras;Custear as despesas operacionais, locação de carros, aquisição de materiais e insumos que garantam o funcionamento adequado dos serviços através do fundo Municipal de Saúde de Capoeiras. CNPJ:  08 .807.619/0001-14;270000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;80012;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;;44;41;Dormentes;Aquisição de equipamento e/ou veículo para as atividades do Hospital Municipal Nossa Senhora da Paz, mantido pelo Fundo Municipal de Saúde de Dormentes, CNPJ nº 11.207.731/0001-29.;150000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;80012;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;;44;41;Dormentes;Aquisição de equipamento e/ou veículo para as atividades do Hospital Municipal Nossa Senhora da Paz, mantido pelo Fundo Municipal de Saúde de Dormentes, CNPJ nº 11.207.731/0001-29.;50000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20032;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;EN8T;33;41;Afrânio;Custeio das atividades e atendimentos do Hospital Municipal Maria Coelho Cavalcanti Rodrigues,  mantido pelo Fundo Municipal de Saúde de Afrânio, CNPJ nº 10.358.174/0001-84.;50000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;50008;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;ENM3;33;41;Machados;Custear as ações de saúde em benefício da população do município de Machados, através do Fundo Municipal de Saúde, CNPJ nº 08.194.799/0001-06.;50000,0;SIM;
D;Dep. Joel da Harpa;Fundo Estadual de Saúde - FES-PE - Administração Direta;80028;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;;33;41;Capoeiras;Custear as despesas operacionais, aquisição de materiais e insumos que garantam o funcionamento adequado dos serviços através do fundo Municipal de Saúde de Capoeiras. CNPJ: 08 .807.619/0001-14;500000,0;SIM;
D;Dep. Romero Sales Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;70006;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;ENQH;33;41;São José da Coroa Grande;A emenda visa garantir a execução de procedimentos de média e alta complexidade nas unidades de saúde do município.;58200,0;SIM;
D;Dep. Romero Sales Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;70006;2396;Garantia da Oferta de Procedimentos de Média e Alta Complexidade Ambulatorial e Hospitalar - Transferência a Consórcios, Hospitais de ensino, Municípios e União;ENQH;33;41;São José da Coroa Grande;A emenda visa garantir a execução de procedimentos de média e alta complexidade nas unidades de saúde do município.;100000,0;SIM;
O;Dep. Aglailson Victor;Fundo Estadual de Saúde - FES-PE - Administração Direta;30023;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;ENA4;33;50;Vitória de Santo Antão;Emenda destinada para aquisição de medicamentos para a Associação de Proteção à Maternidade e à Infância da Vitória de Santo Antão – APAMI, com sede à Rua Dr. José Augusto, nº 645, Matriz, Vitória de Santo Antão/PE, CEP 55.612-010, inscrita no Cadastro Nacional da Pessoa Jurídica CNPJ/MF sob o nº 11.683.174/0001-12.;120000,0;SIM;
O;Dep. Gilmar Júnior;Fundo Estadual de Saúde - FES-PE - Administração Direta;589;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EMNB;33;50;Jaboatão dos Guararapes;Aquisição de medicamentos e insumos farmacêuticos para o HOSPITAL GUARARAPES, CNPJ: 10.072.296/0004-52, para melhoria do atendimento já prestado pela unidade de saúde, localizada no município de Jaboatão dos Guararapes.;30000,0;SIM;
O;Dep. Gilmar Júnior;Fundo Estadual de Saúde - FES-PE - Administração Direta;589;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EMNB;33;50;Jaboatão dos Guararapes;Aquisição de medicamentos e insumos farmacêuticos para o HOSPITAL GUARARAPES, CNPJ: 10.072.296/0004-52, para melhoria do atendimento já prestado pela unidade de saúde, localizada no município de Jaboatão dos Guararapes.;10000,0;SIM;
O;Dep. Gilmar Júnior;Fundo Estadual de Saúde - FES-PE - Administração Direta;720;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EMQO;33;50;Recife;AQUISIÇÃO DE MEDICAMENTOS E INSUMOS FARMACÊUTICOS PARA O INSTITUTO DE APOIO SOCIOASSISTENCIAL DE PERNAMBUCO - IASPE, CNPJ: 03.415.400/0001-56.;10000,0;SIM;
O;Dep. Izaías Régis;Fundo Estadual de Saúde - FES-PE - Administração Direta;30142;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;END6;33;41;Arcoverde;Promover o muniicpio de Arcoverde , melhorando a qualidade de vida da população, ampliando a aquisção de medicamentos e insumos para as Unidades hospitalares;526400,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;50000,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;50000,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;50000,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;50000,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;50000,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;300000,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;71800,0;SIM;
D;Dep. Claudiano Martins Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;80011;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;;33;41;Manari;A presente emenda destina-se ao referido município para aquisição de medicamentos e insumos no intuito de melhorar a qualidade do serviço oferecido pelas unidades de saúde da localidade.   ;438200,0;SIM;
D;Dep. Claudiano Martins Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;80036;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;;33;41;Exú;A presente emenda destina- se ao município de Ex para aquisição de insumos e medicamentos no intuito de melhorar a qualidade do serviço oferecido pelas unidades de saúde da região.;100000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;130000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;150000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;130000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;200000,0;SIM;
D;Dep. Jarbas Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;20040;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;EN91;33;50;Recife;Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   Reforma e Equipagem da sede do Centro de Tratamento da Dor, CNPJ nº 49.576.741/0001-04, localizado no município do Recife/PE.   ;70000,0;SIM;
D;Dep. Joaquim Lira;Fundo Estadual de Saúde - FES-PE - Administração Direta;50055;3126;Aquisição de Medicamentos e Insumos Farmacêuticos;ENIH;33;50;Petrolândia;Ajuda no Custeio para o INSTITUTO BENEFICENTE VALE DO SÃO FRANCISCO - IBVASF, inscrito no CNPJ nº. 35.445.998/0001-12;100000,0;SIM;
O;Dep. Diogo Moraes;Instituto Agronômico de Pernambuco - IPA;70009;3258;Fomento à Atividade Agropecuária e ao Fortalecimento da Agricultura Familiar (PEAAF), da Agroecologia e da Produção Orgânica do Instituto Agronômico de Pernambuco;ENP0;33;90;Santa Cruz do Capibaribe;Transferência Especial.;105900,0;SIM;
O;Dep. Edson Vieira;Instituto Agronômico de Pernambuco - IPA;684;3258;Fomento à Atividade Agropecuária e ao Fortalecimento da Agricultura Familiar (PEAAF), da Agroecologia e da Produção Orgânica do Instituto Agronômico de Pernambuco;EMPR;44;90;Brejo da Madre de Deus;Aquisição de veículo utilitário popular ao Instituto Agronômo de Pernambuco - IPA, a fim de doação para o fortalecimento da agricultura familiar, tendo como beneficiário o Conselho de Moradores de São Domingos, CNPJ: 12.658.043/0001-48, com endereço à Rua São João, 59, Distrito de São Domingos - Brejo da Madre de Deus - CEP: 55.178-000, Presidente Hilário Paulo da Silva, telefone: 81-99897-5455.;80000,0;SIM;
D;Dep. Diogo Moraes;Instituto Agronômico de Pernambuco - IPA;80044;3258;Fomento à Atividade Agropecuária e ao Fortalecimento da Agricultura Familiar (PEAAF), da Agroecologia e da Produção Orgânica do Instituto Agronômico de Pernambuco;;33;90;Santa Cruz do Capibaribe;Aporte financeiro para ampliação das ações da atividade agropecuária por meio de contratação de maquinário agrícola.;105900,0;SIM;
D;Dep. Edson Vieira;Instituto Agronômico de Pernambuco - IPA;80049;3258;Fomento à Atividade Agropecuária e ao Fortalecimento da Agricultura Familiar (PEAAF), da Agroecologia e da Produção Orgânica do Instituto Agronômico de Pernambuco;;44;50;Brejo da Madre de Deus;Aquisição de um veículo utilitário popular para fomentar a agricultura familiar, através do Conselho de Moradores de São Domingos, CNPJ: 12.658.043/0001-48, com endereço à Rua São João, 59, Distrito de São Domingos - Brejo da Madre de Deus - CEP: 55.178-000, Presidente Hilário Paulo da Silva, telefone: 81-99897-5455.;80000,0;SIM;
O;Dep. Abimael Santos;Secretaria de Defesa Social - Administração Direta;143;333;Reaparelhamento Operacional das Unidades de Segurança;EMBS;44;50;Santa Cruz do Capibaribe;A presente Emenda no valor de R$ 200.000,00 (duzentos mil reais), destina-se ao Sindicato dos Guardas Municipais e Agentes de Trânsito do Agreste de Pernambuco -- SINMAG/PE, CNPJ nº 12.047.507/0001-80, para a realização de investimentos.;200000,0;SIM;
O;Dep. Joel da Harpa;Secretaria de Defesa Social - Administração Direta;548;333;Reaparelhamento Operacional das Unidades de Segurança;EMMB;44;90;Santa Maria da Boa Vista;Emenda destinada para a compra de uma VAN que terá como objetivo o transporte da tropa do 7° CIPM ;268200,0;SIM;
D;Dep. Abimael Santos;Secretaria de Defesa Social - Administração Direta;80013;333;Reaparelhamento Operacional das Unidades de Segurança;;44;41;Santa Cruz do Capibaribe;A presente Emenda no valor de R$ 200.000,00 (duzentos mil reais), destina-se a Prefeitura Municipal de Santa Cruz do Capibaribe, CNPJ  nº 10.091.569/0001-63, para ser aplicada pela Secretaria de Defesa Social do Município de Santa Cruz do Capibaribe, no reaparelhamento da Guarda Municipal e Agentes de Trânsito.;200000,0;SIM;
D;Dep. Joel da Harpa;Secretaria de Defesa Social - Administração Direta;80025;333;Reaparelhamento Operacional das Unidades de Segurança;;33;90;Santa Maria da Boa Vista;Emenda destinada para compra de uma VAN, que terá como objetivo o transporte da tropa  do 7° CIPM.;268200,0;SIM;
O;Dep. Henrique Queiroz Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;70067;3647;Ações e Serviços Públicos de Saúde Prestados pela Fundação de Hematologia e Hemoterapia de Pernambuco - HEMOPE;ENPH;44;90;Limoeiro;Emenda destina-se à aquisição de equipamentos que serão utilizados nas instalações do Hemope na cidade de Limoeiro. CNPJ: 10.564.953/0001-36.;90000,0;SIM;
D;Dep. Henrique Queiroz Filho;Fundo Estadual de Saúde - FES-PE - Administração Direta;80059;3647;Ações e Serviços Públicos de Saúde Prestados pela Fundação de Hematologia e Hemoterapia de Pernambuco - HEMOPE;;44;91;Limoeiro;Emenda destina-se à aquisição de equipamentos que serão utilizados nas instalações do Hemope na cidade de Limoeiro. CNPJ: 10.564.953/0001-36.;90000,0;SIM;
O;Dep. Simone Santana;Fundo Estadual de Saúde - FES-PE - Administração Direta;35;3648;Ações e Serviços Públicos de Saúde Prestados pela Universidade de Pernambuco - UPE;EM8W;33;91;Recife;A emenda se destina ao CISAM - Centro Universitário Integrado de Saúde Amaury de Medeiros/UPE para ações e serviços públicos de saúde prestados pela Universidade de Pernambuco - UPE, no valor de R$ 80.000,00.;80000,0;SIM;
D;Dep. Simone Santana;Fundo Estadual de Saúde - FES-PE - Administração Direta;80009;3648;Ações e Serviços Públicos de Saúde Prestados pela Universidade de Pernambuco - UPE;;33;91;Recife;Custeio para aquisição de tintas especiais (hospitalares) com vistas a implementar as ações com melhoria na ambiência dos setores destinados a Assistência Ambulatorial e hospitalar.;80000,0;SIM;
O;Dep. Doriel Barros;Fundo Estadual de Assistência Social - FEAS;802;4050;Apoio à População em Situação de Vulnerabilidade;EMSV;33;50;Garanhuns;Esta emenda tem como objetivo apoiar a população do município em situação de vulnerabilidade, por meio das ações do Centro Educacional Santo Antônio (CNPJ nº 07.170.495/0001-46).;106400,0;SIM;
O;Dep. Jarbas Filho;Fundo Estadual de Assistência Social - FEAS;40136;4050;Apoio à População em Situação de Vulnerabilidade;ENGL;33;41;Paranatama;Desenvolver ações que propiciem apoio à população em situação de vulnerabilidade no município de Paranatama.;25000,0;SIM;
D;Dep. Doriel Barros;Fundo Estadual de Assistência Social - FEAS;80078;4050;Apoio à População em Situação de Vulnerabilidade;;44;50;Garanhuns;A presente emenda tem por objetivo apoiar a população do município em situação de vulnerabilidade, mediante a melhoria da infraestrutura do Centro Educacional Santo Antônio (CNPJ nº 07.170.495/0001-46).;106400,0;SIM;
D;Dep. Romero Sales Filho;Fundo Estadual de Assistência Social - FEAS;60083;4050;Apoio à População em Situação de Vulnerabilidade;ENOA;33;50;Jaboatão dos Guararapes;A emenda visa a auxiliar a entidade sem fins lucrativos AMBA - Associação dos Moradores de Buenos Aires, sediada em Candeias, Joaboatão dos Guararapes, inscrita no CNPJ N. 41.089.855/0001-18, no desempenho de suas atividades.;25000,0;SIM;
O;Dep. Cléber Chaparral;Fundação do Patrimônio Histórico e Artístico de Pernambuco - FUNDARPE;831;4117;Difusão e Fruição da Cultura;EMTO;44;50;Timbaúba;A emenda visa a auxiliar a entidade sem fins lucrativos SOCIEDADE DE CULTURA E MÚSICAL 1 DE NOVEMBRO, inscrita no CNPJ N. 11.288.784/0001-11, na realização de investimentos.;70000,0;SIM;
O;Dep. João Paulo;Fundação do Patrimônio Histórico e Artístico de Pernambuco - FUNDARPE;326;4117;Difusão e Fruição da Cultura;EMG7;44;50;Aliança;Prover recursos financeiros para a aquisição de equipamentos tecnológicos e materiais permanentes de escritório e exposição para a requalificação da Associação dos Produtores de Artesanato do Município de Aliança - APROART CNPJ: 05.846.561/0001-20 ;25000,0;SIM;
O;Dep. Rosa Amorim;Fundação do Patrimônio Histórico e Artístico de Pernambuco - FUNDARPE;40137;4117;Difusão e Fruição da Cultura;ENF0;33;50;Recife;Emenda se destina ao INSTITUTO POPULAR FREI CANECA - CNPJ: 22.225.955/0001-80, para realizações de curso de formação para o fortalecimento da população. ;41000,0;SIM;
D;Dep. Nino de Enoque;Fundação do Patrimônio Histórico e Artístico de Pernambuco - FUNDARPE;80077;4117;Difusão e Fruição da Cultura;;33;50;Recife;A emenda visa colaborar com a incrementação de ações , vídeos e publicações que envolvem a área Cultural da ABCCRIM - CNPJ: 30.956.784/0001-97;76000,0;SIM;
